GroupID,SubjectNum,ProlificID,s8_gptbase_app,s8_gptbase_emp,s8_llama_app,s8_llama_emp,s8_mistral_app,s8_mistral_emp,s8_gptlow_app,s8_gptlow_emp,s8_gpthigh_app,s8_gpthigh_emp,s8_human_app,s8_human_emp,s9_llama_app,s9_llama_emp,s9_mistral_app,s9_mistral_emp,s9_gptlow_app,s9_gptlow_emp,s9_gpthigh_app,s9_gpthigh_emp,s9_human_app,s9_human_emp,s9_gptbase_app,s9_gptbase_emp,s10_mistral_app,s10_mistral_emp,s10_gptlow_app,s10_gptlow_emp,s10_gpthigh_app,s10_gpthigh_emp,s10_human_app,s10_human_emp,s10_gptbase_app,s10_gptbase_emp,s10_llama_app,s10_llama_emp,s11_gptlow_app,s11_gptlow_emp,s11_gpthigh_app,s11_gpthigh_emp,s11_human_app,s11_human_emp,s11_gptbase_app,s11_gptbase_emp,s11_llama_app,s11_llama_emp,s11_mistral_app,s11_mistral_emp,s12_gpthigh_app,s12_gpthigh_emp,s12_human_app,s12_human_emp,s12_gptbase_app,s12_gptbase_emp,s12_llama_app,s12_llama_emp,s12_mistral_app,s12_mistral_emp,s12_gptlow_app,s12_gptlow_emp,s13_human_app,s13_human_emp,s13_gptbase_app,s13_gptbase_emp,s13_llama_app,s13_llama_emp,s13_mistral_app,s13_mistral_emp,s13_gptlow_app,s13_gptlow_emp,s13_gpthigh_app,s13_gpthigh_emp,s14_gptbase_app,s14_gptbase_emp,s14_llama_app,s14_llama_emp,s14_mistral_app,s14_mistral_emp,s14_gptlow_app,s14_gptlow_emp,s14_gpthigh_app,s14_gpthigh_emp,s14_human_app,s14_human_emp,s15_llama_app,s15_llama_emp,s15_mistral_app,s15_mistral_emp,s15_gptlow_app,s15_gptlow_emp,s15_gpthigh_app,s15_gpthigh_emp,s15_human_app,s15_human_emp,s15_gptbase_app,s15_gptbase_emp,age,gender,native language,english,hispanic,income,education
2,44,6559cdab800b1fea9ae41e51,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,4,4,1,5,5,5,5,5,4,5,5,1,1,5,5,4,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,4,5,3,4,2,4,4,5,5,5,3,5,3,4,2,5,5,5,5,5,5,5,3,4,2,5,3,5,1,5,5,5,4,4,2,5,4,4,3,5,5,26,1,English,1,2,7,2
2,45,5f4a187b40b01f589fe766eb,5,4,5,5,5,5,3,3,4,4,5,5,5,5,4,3,3,1,4,3,3,4,5,4,4,4,4,4,5,5,3,2,4,3,5,4,4,3,5,4,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,4,5,4,4,2,5,5,5,4,5,4,5,3,4,2,3,2,4,3,4,3,4,4,4,2,4,4,3,1,5,4,4,4,3,4,4,4,3,3,5,5,35,2,English,1,2,7,5
2,46,6532afc996aad781b8ade182,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,2,5,5,5,4,5,3,3,3,1,1,5,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,3,5,2,5,3,4,2,4,4,4,4,3,1,4,4,5,5,5,5,4,4,3,3,4,4,4,1,4,3,3,3,4,2,4,5,5,4,4,3,35,2,English,1,2,5,5
2,47,6400dc9f84ed19aeedc1a2cc,5,5,4,4,5,5,2,1,4,4,2,1,5,5,4,3,2,1,4,4,5,4,4,5,5,5,1,1,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,5,5,4,3,4,2,4,3,5,5,5,4,5,5,4,2,5,5,5,5,5,5,4,4,2,2,4,3,2,2,5,5,4,3,4,3,5,5,2,2,5,5,26,1,English,1,2,2,2
2,48,59b8b9856495ef00019fbc20,5,4,5,3,5,3,4,2,4,5,4,3,5,5,5,4,4,2,4,4,5,4,4,3,5,5,2,2,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,4,5,3,5,3,5,5,4,3,4,3,5,4,5,2,4,2,5,3,5,3,5,5,5,3,3,3,4,3,5,3,4,2,5,2,3,2,4,2,3,1,5,3,5,3,5,2,5,4,4,2,5,3,32,2,"English, Cantonese ",1,2,11,5
2,49,60fde74940100db428b34a06,2,2,4,4,5,5,4,3,5,5,5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,2,1,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,4,4,4,4,4,3,2,5,4,5,4,5,5,5,4,4,3,4,5,5,5,5,5,4,4,2,1,5,5,3,2,4,4,5,5,4,3,5,4,3,3,5,5,60,2,English,1,1,12,7
2,50,60e61c77014244762b8a13e2,5,4,5,3,3,2,2,1,5,5,3,1,5,5,5,2,2,1,5,3,4,3,4,2,5,5,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,3,5,4,4,1,4,2,5,5,5,5,5,5,4,4,4,2,5,2,5,5,5,3,5,2,3,1,5,4,2,1,5,5,4,1,4,2,5,3,3,1,5,4,51,2,English ,1,2,2,2
2,51,5a5a507d76d1c60001ab2ac7,5,3,4,4,5,2,3,1,5,4,2,1,5,5,5,4,2,1,5,5,5,5,5,3,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3,5,3,3,1,5,3,4,3,5,2,3,2,5,5,5,3,5,5,5,3,3,1,5,5,5,1,5,2,5,1,4,3,5,2,2,1,5,3,5,2,5,2,5,4,2,2,5,4,63,2,English,1,2,2,3
2,52,5def2443689fea5be49a94e4,5,5,5,5,5,5,4,2,5,5,4,1,5,5,5,4,4,1,5,4,5,4,5,5,5,5,2,1,5,5,3,4,5,5,4,2,5,3,4,4,4,1,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,2,4,1,4,4,4,4,5,5,4,4,3,3,3,4,5,5,5,4,5,3,4,2,5,4,4,2,5,3,5,2,4,2,5,4,4,4,5,5,46,1,English ,1,2,12,6
2,53,63f5bd2234dd912255ca17c8,3,5,5,5,5,5,4,5,1,1,1,1,3,5,5,5,3,2,3,5,3,3,5,5,5,5,1,1,5,5,2,2,5,5,5,5,5,4,3,5,3,5,5,5,3,5,3,5,5,5,3,2,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,4,3,1,5,5,3,3,5,5,5,5,1,1,2,2,3,1,3,2,3,2,3,2,5,5,1,1,5,5,53,2,English,1,2,6,4
