post_num,domain,length,seeker_post,human_resp_original,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,171,13.69,90.88,41.67,66.32,15.55,17.54,94.74,78.36,66.67,18.13,14.62,4.09,0,7.02,0,2.92,3.51,12.28,4.09,0.58,15.79,13.45,8.19,7.02,4.09,21.64,5.85,1.75,5.26,2.92,1.75,0.58,14.62,1.17,13.45,4.09,1.75,3.51,3.51,0,1.75,0,8.77,5.26,2.34,4.09,1.17,1.75,0.58,0,1.17,0,16.96,2.92,1.17,0.58,0.58,0,1.17,13.45,0,0,0,0,0,0,0,0,3.51,0.58,0,2.92,0,0,2.34,1.17,1.17,0,0,0,0,0,0,1.17,0.58,2.34,0,0,0,0,0.58,0,8.19,8.77,0.58,2.34,5.26,0.58,0.58,0.58,2.92,0.58,7.02,1.75,0,0,0,0,0,18.71,5.85,4.09,0,0.58,3.51,4.68,0
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,178,50.81,88.23,4.88,98.9,17.8,21.35,94.94,75.28,57.87,14.04,8.43,0,0,3.93,4.49,0,5.62,18.54,7.87,0,14.61,11.24,6.18,5.62,1.69,20.79,8.43,4.49,5.06,3.37,0,1.69,16.29,0.56,15.73,3.93,0,3.93,4.49,1.12,2.81,0.56,10.67,8.99,1.69,2.25,1.69,0,0,0,0,0,19.1,8.99,6.18,0,0,0,0,10.11,0,0,4.49,0,0,0,0,0,1.69,0,0,1.69,0,0,2.81,1.12,0,1.12,0,0,0,0.56,0,0.56,0.56,0,1.12,0,0,0,0,0,7.87,11.8,0,2.25,6.74,1.69,1.69,0.56,1.69,1.12,6.74,0,0,0,0,0,0,15.73,5.62,5.62,0,0,3.93,0.56,0
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,205,9.76,97.41,1,95.31,18.64,17.56,96.1,84.88,65.85,20.98,16.1,1.46,0,5.85,8.78,0,4.88,15.12,3.41,0.98,14.63,12.2,10.24,7.32,0.98,24.88,6.34,4.39,3.9,2.93,0.49,0.49,22.93,0,22.93,4.88,1.95,6.34,6.34,1.95,4.88,0.49,6.83,6.34,0.49,2.44,1.95,0.49,0,0,0.49,0,23.9,7.8,3.41,0,0,0,2.44,16.1,0.49,0,9.27,0,0,0,0,0,1.46,0.49,0,0.98,0,0,3.41,0.98,0.98,0,0,0,0,1.95,0,1.46,0.98,0.49,0,0,0,0,0,0,6.34,8.29,0.49,1.95,2.93,1.46,0.98,0.49,1.95,0.49,6.83,2.44,0.49,0,0,0.49,0,13.17,3.41,5.37,0.49,0.98,2.93,0,0.98
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,142,30.63,99,1,89.99,20.29,13.38,95.07,79.58,61.27,22.54,16.9,0.7,0,4.23,11.27,0.7,5.63,21.83,6.34,0,15.49,8.45,6.34,7.04,0.7,19.72,7.04,4.93,4.93,3.52,1.41,0,12.68,0,12.68,4.23,0,3.52,3.52,0,2.11,0.7,6.34,5.63,0.7,0.7,0.7,0,0,0,0,0,28.17,9.15,4.23,0,0,0,1.41,18.31,0.7,0,11.97,0,0,0,0,0,3.52,0.7,0,2.82,0,0,2.11,2.11,1.41,0.7,0,0,0,0,0,0.7,0.7,1.41,0,0,0,0,0,0,9.86,9.15,0,2.82,4.93,0.7,1.41,0,4.23,2.11,7.04,0.7,0,0,0,0,0,11.27,4.93,2.11,0,0,4.23,0,0
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,87,1.03,98.43,1,74.09,12.43,10.34,97.7,86.21,70.11,24.14,14.94,0,0,5.75,9.2,0,9.2,12.64,2.3,0,12.64,14.94,10.34,10.34,2.3,24.14,6.9,3.45,3.45,1.15,1.15,1.15,17.24,1.15,16.09,1.15,0,3.45,6.9,1.15,5.75,0,3.45,3.45,0,0,0,0,0,0,0,0,22.99,3.45,1.15,0,0,0,1.15,18.39,0,0,9.2,0,0,0,0,0,2.3,0,0,2.3,0,0,1.15,0,0,0,0,0,0,1.15,0,1.15,1.15,2.3,0,0,0,0,0,0,11.49,6.9,1.15,0,4.6,0,0,1.15,1.15,1.15,11.49,2.3,1.15,1.15,0,0,0,20.69,8.05,5.75,0,0,6.9,0,0
5,work,172,"So I am the youngest one at my job (20sF) My favorite co worker (50sF) is like my ""work mom"", she has kids my age and we get a long vey well. I go to her for advice etc, she is awesome. Recently, She broke up with her BF of many many years. She talked about him constantly. They seemed really in love but he broke her heart. She is so sad and I just feel horrible. Esp bc its near the holidays, and I don't want to see her down. She told me some of the story but I am not going to push for details because I dont want to upset her further. I can tell shes not herself. Being sad at work IS THE WORST! What is an appropriate way I can cheer her up or show her love? We are close, but still.. coworkers, you know? A gift? Pick up some of her work for her, help her out? I just want her to know she is supported.","Hi! First off, what you are doing right now is so thoughtful and kind. Your coworker is quite lucky to be working with you. In the face of having a heartbroken friend, the most important step to take is to just “listen” and “be present.” Sometimes, people who are grieving like to be alone as well so you have to use your best judgment on how “close” you should be with them. I super respect how you didn’t “push for details,” your emotional intelligence and empathy shined through that restraint. The one thing I don’t disagree with is your coworker boundary. Being a coworker or not doesn’t and shouldn’t stop you from considering them a friend, and I wouldn’t worry about that fact whenever you are trying to cheer someone up. In my opinion, I would go out to grab some grub and catch a movie with them. Maybe don’t directly mention their break up while hanging out with them too. I got this, I hope your coworker friend feels better.",,,1,157,36.77,98.34,1,99,19.63,22.29,91.08,75.8,57.96,18.47,14.01,0.64,0,6.37,7.01,0,4.46,17.83,6.37,0,14.01,10.83,3.82,7.64,0.64,20.38,7.64,2.55,3.82,2.55,0.64,0.64,16.56,0,16.56,4.46,0.64,5.1,3.18,0.64,3.82,0,12.74,10.19,1.91,3.18,1.27,1.27,1.27,0,0,0,24.2,9.55,5.73,0,0,0,1.27,14.65,0,0,7.01,0,0,0,0,0,2.55,0,0,2.55,0,0,2.55,0.64,0,0.64,0,0,0,1.27,0,0.64,1.27,0,0,0,0,0,0,0.64,5.1,8.28,0.64,0.64,3.82,0,1.27,1.91,1.27,0,7.01,0.64,0,0,0,0,0,12.74,5.1,3.82,0,0,3.18,0.64,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,170,9.17,73.71,46.57,28.06,11.33,25.29,91.18,77.65,60.59,21.18,12.35,4.12,0,6.47,0,1.76,8.82,11.18,4.12,0.59,11.76,12.94,9.41,5.29,1.18,21.76,7.06,2.35,1.18,1.18,0,0,23.53,0.59,22.94,5.88,1.18,5.88,4.12,2.94,4.12,0,6.47,3.53,2.94,2.35,1.18,1.18,1.18,0,0,0,16.47,7.65,0.59,0,1.76,2.35,4.12,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,0,0,0,0,0,0,0.59,1.18,1.18,0,0,0,0,0,0,4.12,8.82,1.18,1.18,3.53,1.18,0,1.18,4.71,1.76,8.82,2.94,0.59,0.59,0,0,0,16.47,7.65,3.53,1.18,0,1.18,2.94,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,181,17.8,99,24.76,20.23,20.11,25.97,95.03,76.24,62.43,20.44,10.5,0.55,0,8.29,1.1,0.55,9.94,15.47,4.42,0,14.36,13.26,3.87,9.39,0.55,22.1,6.08,0.55,6.63,4.97,0.55,1.1,22.1,0.55,21.55,7.18,2.76,2.76,4.97,0.55,5.52,0.55,5.52,2.76,2.76,1.66,0,1.66,0.55,0,0.55,0,22.65,6.63,1.66,0,0.55,2.21,1.66,16.02,0,1.66,0.55,2.21,0,0,0,0,1.66,0,0,1.1,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,1.1,3.31,8.29,0.55,1.1,3.31,0.55,0.55,2.21,0.55,2.76,11.6,1.1,0.55,0,0.55,0,0,13.26,4.97,3.87,0,0,3.87,0.55,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,197,35.89,97.93,1.86,75.53,15.15,31.98,90.86,69.04,52.28,15.23,7.61,0.51,0,6.6,0.51,0,7.61,14.21,3.55,0.51,13.71,9.64,4.06,9.64,0,18.27,7.61,1.02,8.12,5.08,0.51,2.54,14.72,0,14.72,4.57,1.52,3.05,3.55,0.51,2.54,1.02,12.69,7.61,4.06,4.57,1.02,2.03,0,0.51,0.51,0,21.83,10.15,3.05,0.51,1.02,3.55,1.52,11.68,0,1.52,0.51,1.52,0,0,0,0,1.52,0,0,1.52,0.51,0,1.52,1.02,0,1.02,0,0,0,0,0,1.52,0.51,1.52,0,0,0,0,0,0.51,7.61,4.57,0.51,0,1.52,0,0.51,2.03,1.02,3.05,7.61,1.02,1.52,0,1.02,0.51,0,15.74,6.09,4.06,0,0.51,4.57,0.51,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,104,39.14,97.23,4.31,79.29,17.33,27.88,93.27,73.08,51.92,13.46,9.62,0.96,0,4.81,3.85,0,3.85,12.5,6.73,0,11.54,10.58,4.81,9.62,0,25.96,8.65,0,13.46,7.69,2.88,2.88,19.23,0,19.23,9.62,3.85,2.88,3.85,0,1.92,0,9.62,6.73,2.88,0,0,0,0,0,0,0,25.96,13.46,4.81,0,0,3.85,1.92,12.5,0,0.96,0.96,4.81,0.96,0,0,0.96,3.85,0,0,3.85,1.92,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,1.92,5.77,8.65,1.92,0,1.92,0,1.92,2.88,0.96,2.88,5.77,1.92,0,0,0,0,0,10.58,5.77,0.96,0,0,3.85,0,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,45,1,99,1,1,11.25,17.78,100,82.22,64.44,24.44,15.56,0,0,2.22,13.33,0,8.89,2.22,2.22,0,11.11,13.33,17.78,6.67,2.22,26.67,4.44,0,4.44,2.22,2.22,0,15.56,0,15.56,4.44,2.22,2.22,4.44,2.22,2.22,0,8.89,2.22,6.67,2.22,0,2.22,0,0,0,0,33.33,13.33,0,0,2.22,4.44,8.89,20,0,0,2.22,13.33,0,0,0,0,2.22,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,4.44,6.67,4.44,0,0,2.22,2.22,0,0,0,2.22,11.11,0,0,0,0,0,0,20,8.89,2.22,0,0,8.89,0,0
6,relationship,26,"What to do If your boyfriend got caught on creating fake account just to follow girls out there, what will you do? Is that consider cheating?","Hey. I can tell you're feeling stressed and anxious and I want to help. A couple questions arise from your inquery. Is this currently happening to you? And how exactly did you find out? These questions are important since they would shape what course of action you should take. Whenever or not this is considered ""cheating"" is a whole different can of worms. Sterotypical instances of cheating are usually having romantic gestures/moments with another person. Therefore, I wouldn't necessarily call it cheating, but this is definietly a red flag. In my opinon, I think clear communication is key. In your situation, I would present the situation in front of them in a calm yet serious manner (especially if this matter is bothering you). Once you presented the sitaution, you must clearly express what you truly feel about whats going on. Make sure to be truthful about what you say so that they get the message. Without clear communication, everything is moot. I truly hope that things will work out.",,,1,116,24.02,96.58,10.5,32.15,23.2,29.31,93.1,73.28,56.03,17.24,8.62,0.86,0,6.9,0.86,0,8.62,12.07,3.45,0,13.79,12.07,4.31,9.48,0,19.83,12.07,0,6.03,3.45,2.59,0,19.83,0,19.83,8.62,0.86,3.45,4.31,0.86,2.59,0.86,11.21,5.17,4.31,5.17,0.86,2.59,0.86,0,0,0,19.83,9.48,0.86,0,0.86,5.17,1.72,10.34,0,0.86,0.86,1.72,0.86,0,0,0.86,0.86,0,0,0.86,0.86,0,3.45,0,0,0,0,0,1.72,0,0,1.72,0,0.86,0,0,0,0.86,0,2.59,5.17,6.9,0,0,2.59,0,0,4.31,0.86,1.72,9.48,0.86,0,0,0,0,0,12.93,4.31,6.03,0,0,2.59,0,0
7,relationship,88,"I love you so much and even though I know you'll never reciprocate my feelings. It can hurt so much sometimes, but I don't care because I know you're not hurting, so please be happy. I hope you go and find someone who you feel close to, and who you can love. As long as you're happy, the pain I experience every time I see you will fade. I'm sorry I can't let go of my love yet. I promise I'm trying. But until then, please be happy.","The way you’re processing this is amazing dude. Having an unreciprocated love must be incredibly tough and your display of selflessness is incredible. I was in a similar situation in the past and all I could think about was myself. But man, you clearly do have deep feelings for them and it shows through your selflessness. Honestly, your two final sentences of how you can’t let go of your love was heartbreaking to see. I bet you already know this but a good course of action would be to attach yourselves to your close ones (i.e friends and family). I wish the best for you man and I hope your pain will pass.",human,"The way you’re processing this is amazing dude. Having an unreciprocated love must be incredibly tough and your display of selflessness is incredible. I was in a similar situation in the past and all I could think about was myself. But man, you clearly do have deep feelings for them and it shows through your selflessness. Honestly, your two final sentences of how you can’t let go of your love was heartbreaking to see. I bet you already know this but a good course of action would be to attach yourselves to your close ones (i.e friends and family). I wish the best for you man and I hope your pain will pass. Your emotional well-being is also important and it is not at all selfish. I want you to know that you deserve someone who shares the love and bond that you do for them. Take care.",1,149,12.8,98.81,27.14,96.05,14.9,16.78,93.96,78.52,62.42,22.82,18.12,5.37,0,10.74,0,1.34,4.7,14.09,4.7,0.67,10.74,12.08,4.03,6.71,1.34,19.46,8.05,2.01,2.68,0.67,0.67,1.34,17.45,1.34,16.11,3.36,0.67,5.37,2.01,3.36,3.36,0,10.74,8.05,2.01,6.71,4.7,1.34,0,0,0.67,0,22.15,6.04,2.01,0,0,2.68,0,16.11,0,1.34,0,2.01,0,0,0,0,0.67,0,0,0,0.67,0,1.34,1.34,0.67,0.67,0,0,0,0,0,0,2.01,0.67,0,0,0,0,0.67,0,9.4,8.05,0,2.01,4.03,1.34,0,1.34,2.01,3.36,3.36,2.01,0.67,0.67,0,0,0,12.08,7.38,1.34,0,0,1.34,2.01,0
7,relationship,88,"I love you so much and even though I know you'll never reciprocate my feelings. It can hurt so much sometimes, but I don't care because I know you're not hurting, so please be happy. I hope you go and find someone who you feel close to, and who you can love. As long as you're happy, the pain I experience every time I see you will fade. I'm sorry I can't let go of my love yet. I promise I'm trying. But until then, please be happy.","The way you’re processing this is amazing dude. Having an unreciprocated love must be incredibly tough and your display of selflessness is incredible. I was in a similar situation in the past and all I could think about was myself. But man, you clearly do have deep feelings for them and it shows through your selflessness. Honestly, your two final sentences of how you can’t let go of your love was heartbreaking to see. I bet you already know this but a good course of action would be to attach yourselves to your close ones (i.e friends and family). I wish the best for you man and I hope your pain will pass.",gpt_base,"It sounds like you're carrying a heavy emotional burden, and I want to acknowledge the strength and selflessness you're showing in your situation. Unrequited love is incredibly painful, and it's okay to feel hurt and to take time to heal. Your ability to wish happiness for the person you love, despite your own heartache, is a testament to the depth of your care for them.
 
 Remember, it's important to prioritize your own emotional well-being too. It's not selfish to focus on your happiness; it's necessary and healthy. It's okay to set boundaries to protect your heart. Healing from unrequited love is a process, and it's okay to be patient with yourself as you work through these complex emotions. You deserve someone who can reciprocate your love and affection. Please be gentle with yourself, and consider reaching out to friends, family, or a professional who can support you through this time.",1,150,49.68,99,1.46,97.84,16.67,30,95.33,71.33,54.67,20,13.33,0.67,0,10.67,0,0.67,6.67,11.33,4.67,0,17.33,10,1.33,6.67,0.67,16.67,9.33,1.33,4.67,1.33,1.33,2,10,0,10,2.67,0,3.33,1.33,0.67,2,0.67,14,9.33,2.67,9.33,5.33,2,0,0,0.67,0,23.33,8.67,4,0.67,0,2,0,14.67,0,0.67,0,0,0,0,0,0,2,0,0,1.33,0,0.67,4.67,3.33,0.67,2.67,0,0,0,0,0,0.67,1.33,0.67,0,0,0,0,1.33,0,10,8,0.67,1.33,2.67,0.67,0.67,2.67,0,0.67,9.33,0.67,2,0,2,0,0,18.67,6,6,0,0,5.33,1.33,0
7,relationship,88,"I love you so much and even though I know you'll never reciprocate my feelings. It can hurt so much sometimes, but I don't care because I know you're not hurting, so please be happy. I hope you go and find someone who you feel close to, and who you can love. As long as you're happy, the pain I experience every time I see you will fade. I'm sorry I can't let go of my love yet. I promise I'm trying. But until then, please be happy.","The way you’re processing this is amazing dude. Having an unreciprocated love must be incredibly tough and your display of selflessness is incredible. I was in a similar situation in the past and all I could think about was myself. But man, you clearly do have deep feelings for them and it shows through your selflessness. Honestly, your two final sentences of how you can’t let go of your love was heartbreaking to see. I bet you already know this but a good course of action would be to attach yourselves to your close ones (i.e friends and family). I wish the best for you man and I hope your pain will pass.",llama_base,"Thank you for sharing your heartfelt message with me. It takes a lot of courage to express your feelings, especially when it comes to unrequited love. Your selfless desire for my happiness is touching, and I can feel the sincerity in your words. It's understandable that it can be difficult to let go of your feelings, but please know that it's okay to take your time and prioritize your own well-being. Remember that your happiness is important too, and it's not selfish to wish for your own joy. Thank you for your kindness and support, and I hope you find the happiness you deserve.",1,104,17.58,99,15.38,99,17.33,24.04,97.12,75.96,56.73,25.96,17.31,3.85,0,13.46,0,0,8.65,17.31,2.88,0,12.5,7.69,2.88,6.73,0.96,22.12,4.81,2.88,2.88,0.96,0,1.92,16.35,0,16.35,6.73,0,5.77,0.96,0,1.92,0.96,19.23,16.35,1.92,8.65,7.69,0,0,0,0,0,26.92,13.46,6.73,2.88,0,4.81,3.85,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0.96,0,0,0,0,0,0,2.88,1.92,0,0,0,0,0,0,7.69,7.69,0,1.92,2.88,0,0,3.85,0.96,0.96,9.62,1.92,0.96,0,0.96,0,0,14.42,5.77,4.81,0,0,2.88,0.96,0
