GroupID,SubjectNum,ProlificID,s1_human_app,s1_human_emp,s1_gptbase_app,s1_gptbase_emp,s1_llama_app,s1_llama_emp,s1_mistral_app,s1_mistral_emp,s1_gptlow_app,s1_gptlow_emp,s1_gpthigh_app,s1_gpthigh_emp,s2_gptbase_app,s2_gptbase_emp,s2_llama_app,s2_llama_emp,s2_mistral_app,s2_mistral_emp,s2_gptlow_app,s2_gptlow_emp,s2_gpthigh_app,s2_gpthigh_emp,s2_human_app,s2_human_emp,s3_llama_app,s3_llama_emp,s3_mistral_app,s3_mistral_emp,s3_gptlow_app,s3_gptlow_emp,s3_gpthigh_app,s3_gpthigh_emp,s3_human_app,s3_human_emp,s3_gptbase_app,s3_gptbase_emp,s4_mistral_app,s4_mistral_emp,s4_gptlow_app,s4_gptlow_emp,s4_gpthigh_app,s4_gpthigh_emp,s4_human_app,s4_human_emp,s4_gptbase_app,s4_gptbase_emp,s4_llama_app,s4_llama_emp,s5_gptlow_app,s5_gptlow_emp,s5_gpthigh_app,s5_gpthigh_emp,s5_human_app,s5_human_emp,s5_gptbase_app,s5_gptbase_emp,s5_llama_app,s5_llama_emp,s5_mistral_app,s5_mistral_emp,s6_gpthigh_app,s6_gpthigh_emp,s6_human_app,s6_human_emp,s6_gptbase_app,s6_gptbase_emp,s6_llama_app,s6_llama_emp,s6_mistral_app,s6_mistral_emp,s6_gptlow_app,s6_gptlow_emp,s7_human_app,s7_human_emp,s7_gptbase_app,s7_gptbase_emp,s7_llama_app,s7_llama_emp,s7_mistral_app,s7_mistral_emp,s7_gptlow_app,s7_gptlow_emp,s7_gpthigh_app,s7_gpthigh_emp,age,gender,native language,english,hispanic,income,education
1,11,6316b12e5c1b744ade5703e1,5,3,5,2,5,2,5,2,3,1,4,4,4,2,3,2,4,2,2,1,5,3,3,4,4,2,3,1,2,1,5,5,5,4,5,4,4,3,1,1,5,5,3,1,5,4,5,4,3,1,4,5,2,2,4,3,4,5,3,2,4,2,5,2,5,5,5,5,4,2,2,1,5,5,4,3,4,3,3,2,1,1,5,5,36,3,English ,1,2,10,1
1,12,5ef54b31234db61ac1c7fdb0,4,2,5,4,5,5,5,4,2,2,5,4,5,4,5,5,5,5,3,1,5,4,2,3,5,4,5,3,1,1,5,5,4,5,5,5,4,4,1,1,5,5,4,3,5,4,5,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,4,3,2,2,5,5,5,5,5,5,4,3,2,2,5,5,42,1,English,1,2,3,3
1,13,63bd9ac0dc52225142c5b1d4,5,4,5,4,5,4,5,4,5,3,5,4,5,5,5,5,5,5,5,2,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,60,1,english,1,2,1,3
1,14,5ab7502b5cd1050001619af3,5,3,5,5,5,4,5,3,5,2,5,5,5,4,5,5,5,5,5,2,5,5,5,3,5,5,5,3,5,2,5,5,5,5,5,5,4,4,3,2,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,3,4,5,3,5,5,5,4,5,5,5,3,5,4,5,3,5,5,5,3,5,4,5,4,3,2,5,4,32,2,English,1,2,7,2
1,15,600cc5ed47b7d84103754576,4,1,4,2,4,1,4,2,4,1,4,4,3,4,2,4,3,3,4,1,3,4,4,2,4,3,4,3,5,1,3,5,4,3,4,4,4,4,4,1,3,4,5,1,3,4,3,4,5,2,5,3,3,2,3,2,4,4,4,2,4,1,4,1,4,2,4,3,4,2,4,1,4,3,4,4,3,2,4,3,3,1,4,3,54,1,English,1,2,12,5
1,16,5cd5e9a49b427c00012af2d1,4,3,5,5,5,3,5,3,2,2,5,3,4,3,5,4,4,3,2,1,4,3,4,2,5,4,4,3,2,1,4,4,2,5,5,5,5,4,1,1,5,5,2,2,5,5,5,5,1,1,5,4,4,3,5,5,4,5,5,4,5,5,4,2,5,5,5,5,4,3,2,1,4,4,5,5,4,5,2,5,2,1,4,5,50,2,English ,1,2,4,4
1,17,630b7edba049cf405f50aa89,3,3,5,5,5,5,4,4,3,2,5,4,5,5,5,5,5,5,3,3,5,5,2,3,5,5,4,4,1,1,5,5,2,3,5,5,5,4,1,1,5,5,3,2,5,5,4,4,2,1,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,5,5,5,5,1,1,4,4,4,5,4,3,5,5,1,1,5,5,40,1,english,1,2,5,2
1,18,6290ebb13a126c60c9cb7d11,4,3,4,4,4,3,4,3,3,3,4,4,4,3,4,3,4,2,3,3,4,4,3,3,4,3,4,4,3,1,4,4,4,3,4,3,4,4,2,2,3,4,3,2,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,5,4,4,3,4,3,4,4,4,3,3,2,4,4,4,4,5,4,4,3,3,3,4,4,36,1,English,1,2,6,5
1,19,65d78f36a628bff5598dd23c,4,4,5,5,4,3,4,3,4,3,4,4,5,4,5,3,4,5,3,3,5,4,3,2,5,4,4,2,3,1,5,5,4,4,5,5,5,5,3,1,5,4,4,4,5,5,4,4,2,2,5,4,4,5,5,5,5,5,5,4,4,3,4,2,5,4,5,5,4,2,4,2,4,3,5,5,4,4,4,4,4,3,4,5,,1,English ,4,2,3,2
1,20,6521674861a761b9950aab1e,5,3,5,5,5,2,5,4,5,4,5,4,5,5,1,2,5,4,2,1,5,5,2,1,4,2,5,5,5,2,5,5,5,5,5,3,5,4,4,1,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,5,4,5,2,2,1,5,5,25,1,,1,2,9,2
1,21,65cc0f39dfeb09215a6c4d0d,5,5,4,4,5,4,4,3,4,2,4,5,5,4,2,3,4,4,2,1,4,5,2,2,4,3,4,2,2,1,4,5,5,5,5,4,5,5,2,1,4,4,2,2,5,5,4,4,5,3,5,5,4,4,5,5,4,4,4,2,5,4,2,3,5,4,5,3,4,4,2,1,4,5,5,5,4,4,5,4,4,2,5,5,21,2,English,1,2,9,5
1,22,61524fadb6efaee2aa111cb3,4,4,4,5,4,3,4,4,4,3,3,3,4,4,1,2,4,5,5,2,4,5,5,5,5,3,3,1,4,3,5,5,5,5,4,4,4,4,1,1,4,5,4,4,5,5,4,4,2,1,4,4,3,3,4,4,4,4,3,5,4,4,4,5,4,4,4,4,4,5,1,1,5,5,3,5,5,5,5,5,3,3,4,4,40,2,,1,2,3,3
1,23,6323781f75962af097c34b5e,4,4,4,4,4,4,4,4,4,2,4,3,4,4,2,2,4,3,4,1,4,4,4,3,4,4,4,4,4,1,4,3,4,3,4,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,3,4,4,4,4,4,4,4,2,4,4,19,1,english,1,1,5,3
1,24,5e39068e0e532411b2adaa7b,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,4,5,5,41,2,English ,1,2,3,2
1,25,627936b58e6416782149ddcb,5,3,5,5,5,5,5,4,5,3,5,5,5,5,3,2,5,4,5,2,4,5,2,4,5,5,4,4,2,1,4,5,5,5,5,5,5,5,1,1,5,5,5,3,5,5,5,5,2,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,5,1,1,4,5,2,1,4,5,24,2,English,1,2,4,2
1,26,65a14f74d16d066ea41de2f8,5,4,4,4,5,4,5,4,5,5,5,4,2,2,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,2,4,4,5,4,5,5,4,4,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,2,3,4,4,5,4,4,5,4,4,4,5,4,4,33,1,English,2,2,11,6
1,27,5a4c1ecaefd8df0001d34305,3,2,2,3,3,3,2,2,4,4,2,2,2,3,4,4,3,5,4,4,3,5,4,5,2,1,4,5,3,3,4,4,2,2,4,4,3,5,4,4,2,3,3,3,2,4,3,3,4,5,4,4,2,2,2,1,3,3,3,2,2,3,3,3,2,2,3,5,3,2,4,5,2,1,3,4,4,5,3,4,4,5,3,5,30,1,English,1,2,4,2
1,28,657f8b138be1350284dfe854,3,2,4,3,3,4,4,4,4,3,4,4,4,3,5,5,5,4,3,4,4,5,4,4,5,5,4,4,3,2,4,4,4,4,4,3,4,4,4,3,4,3,4,5,5,5,4,4,3,1,4,4,5,3,4,4,5,5,4,4,4,3,5,4,4,4,3,4,4,3,4,3,4,4,4,3,5,4,4,4,3,3,4,4,51,1,English,1,2,11,6
1,29,5eda9438ff2fef6c2b40d1b9,2,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,3,5,5,2,5,5,4,4,4,3,3,5,5,2,4,4,4,5,4,2,3,5,5,2,3,5,5,5,5,5,4,5,5,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,3,5,5,3,4,4,5,58,2,English ,1,2,4,5
1,30,61523eecd52ec29c4c08d938,4,4,5,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,4,3,3,5,4,4,4,4,4,4,3,2,4,5,5,5,5,5,4,2,2,3,5,4,4,4,5,4,5,5,2,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,2,2,4,4,51,2,English,1,2,5,5
1,31,581d38509b5b8800014d507e,5,3,4,2,3,2,3,1,3,1,5,4,5,5,5,4,5,5,3,1,4,3,4,3,4,3,3,2,2,1,5,5,5,5,5,5,5,3,1,1,4,2,4,3,5,3,5,3,3,2,5,5,5,5,5,5,5,5,5,4,4,3,4,3,5,4,4,4,5,3,5,3,4,4,4,3,4,3,3,2,2,1,4,4,41,1,english,1,2,6,5
1,32,6428cca4468d3c7345d57f79,4,3,5,4,5,3,4,3,4,2,5,3,5,5,4,3,5,3,4,1,5,3,2,2,5,4,4,2,4,1,5,4,5,3,5,4,5,4,5,2,5,4,4,3,5,4,5,4,4,1,5,5,2,2,5,5,5,5,5,4,5,3,5,3,5,3,5,4,5,3,5,1,4,4,5,5,5,4,4,3,2,1,5,4,53,2,English,1,2,5,3
1,33,5d61a3a5f923dd0001d0370f,4,4,5,5,5,3,4,3,4,2,4,4,5,5,5,4,5,3,3,1,5,5,3,2,4,4,4,4,5,3,5,5,5,3,5,5,5,4,4,3,4,4,4,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,2,1,5,5,5,5,4,4,5,5,4,4,5,5,46,2,English ,1,1,4,5
1,34,65be473f884d98c9ed2806cb,5,4,5,4,4,2,4,2,3,1,5,5,5,4,5,5,5,4,3,1,5,5,3,2,5,4,4,2,2,1,5,5,4,4,5,5,4,4,2,1,5,5,3,2,5,4,4,4,2,1,5,5,4,4,5,5,5,5,5,4,5,5,4,2,5,4,4,4,5,3,1,1,5,5,5,5,4,4,4,3,3,2,4,4,29,2,English,1,1,5,4
1,35,63d53aba8df6735aa2f61e80,4,3,5,4,5,5,5,3,4,3,5,3,5,5,5,5,5,4,4,2,5,5,4,3,5,4,5,4,3,2,5,5,5,3,5,4,5,4,4,2,5,4,5,5,5,5,4,4,4,3,5,4,4,4,5,5,4,5,5,4,5,4,4,2,5,4,5,5,5,5,4,2,5,4,5,4,5,4,5,5,4,2,4,4,50,2,English ,1,2,9,4
1,36,65c1874b3758b1e73a551d5d,4,4,5,5,3,2,3,2,3,2,4,3,5,4,3,4,4,4,3,1,4,3,3,5,4,3,3,1,2,1,4,4,4,4,5,4,3,2,1,1,4,3,3,2,4,3,4,4,3,2,5,5,4,4,4,4,4,5,4,4,5,4,2,2,2,3,4,5,4,2,2,1,5,5,5,5,5,5,5,5,2,2,4,5,28,2,English,1,2,3,5
1,37,5bb2677fd8afe200018d0afc,4,4,3,3,4,4,3,4,4,4,5,5,4,2,2,3,4,3,1,1,4,5,1,2,4,5,4,3,1,1,5,4,4,4,4,4,5,5,1,1,3,4,4,5,5,4,5,4,2,1,5,5,4,5,4,3,4,5,4,4,5,5,1,1,4,3,5,5,4,4,1,1,3,4,4,4,3,4,3,4,4,4,3,3,45,1,English,1,2,2,6
1,38,65c349313a148edd8311e6a6,1,1,5,5,5,5,5,5,1,5,5,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,1,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,34,1,English,1,2,6,5
1,39,63e5ad28519da14e2eaacaa0,5,3,5,3,5,4,5,4,5,3,5,5,5,4,5,5,5,5,4,3,5,4,4,4,5,4,5,3,3,1,4,5,4,4,5,4,4,4,2,1,5,5,4,3,5,5,4,4,4,3,4,4,4,4,5,5,4,5,5,4,5,4,4,3,5,4,5,5,4,3,3,1,5,5,5,5,3,4,5,5,2,1,4,4,50,2,English,1,2,11,6
1,40,5ed953ff9a8d504d5c451db0,4,2,5,4,5,5,5,3,4,2,5,5,5,5,4,5,5,4,5,1,5,5,2,2,5,5,4,3,2,1,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,5,5,3,4,1,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,32,1,English ,1,2,11,2
1,41,63a265dfb79aeca7ea438f4a,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,56,1,English,1,2,12,6
1,42,628fa4639666e8550aa139d5,5,3,5,4,5,4,5,4,3,1,4,3,5,5,5,5,4,3,1,1,5,4,1,2,4,4,3,3,1,1,5,5,5,5,5,5,4,4,3,2,4,4,5,3,4,4,5,4,2,2,4,3,5,4,5,4,5,5,4,3,4,4,3,2,5,4,5,5,5,4,3,2,4,5,4,4,5,5,4,5,2,2,5,5,27,1,english,1,2,1,2
1,43,5bd7cfec0aac450001f95edd,4,2,4,4,4,3,4,2,3,2,4,3,4,3,4,3,3,3,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,2,3,2,4,3,4,3,4,4,4,4,4,3,5,4,4,2,5,4,5,4,4,2,3,1,4,3,4,4,3,4,4,5,3,1,4,4,37,2,english,1,2,4,3
1,44,5e9fc65dee2ccf178f0e413f,4,2,5,4,4,3,4,3,4,2,4,2,4,3,4,2,5,4,2,1,1,1,4,4,4,2,5,4,5,4,5,5,5,5,5,5,5,5,2,1,5,5,5,4,5,5,5,4,4,2,5,4,2,1,5,5,5,5,5,5,5,5,2,1,4,2,4,3,4,4,4,2,5,5,5,4,4,3,5,5,4,2,5,5,55,2,english,1,2,5,5
1,45,63d13e9a41e1c279a151bd4b,4,2,4,2,2,2,4,3,4,2,4,2,4,2,1,1,2,2,2,2,2,2,2,2,4,2,4,2,4,1,2,2,2,2,4,2,4,2,2,1,4,2,2,2,4,2,4,2,2,2,4,2,4,2,4,3,2,3,4,2,4,2,4,2,4,2,2,2,4,2,2,3,4,2,4,2,4,3,4,2,2,2,4,3,37,1,English,1,2,12,5
1,46,657df3188efab1fba4ec3898,4,3,5,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,5,4,3,3,1,5,5,4,4,4,4,5,4,3,2,5,4,3,3,5,5,5,5,4,2,4,4,5,5,5,5,4,5,5,5,5,5,2,1,2,2,5,5,5,5,1,1,5,4,5,4,5,5,4,3,4,3,4,4,41,1,English,1,2,1,2
1,47,5ddafb0f2e4a05a5ff7759c9,4,3,5,5,5,4,5,4,4,3,5,3,5,4,4,5,3,3,3,1,5,5,3,2,5,5,5,4,5,4,4,4,5,5,5,4,5,5,5,4,4,4,5,3,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,3,4,3,5,5,3,3,2,1,5,5,5,4,4,4,5,5,5,4,4,4,47,2,Hindi and English ,2,2,12,6
1,48,652d163aaef63b67ff87f20a,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,3,69,1,English,1,2,12,6
1,49,5a79ebf1527fd000014658b3,5,2,5,4,5,4,3,2,2,1,3,2,5,5,5,4,5,4,3,1,5,4,3,2,4,3,3,2,1,1,5,4,4,3,5,4,5,4,4,2,5,5,4,2,5,4,5,4,3,2,5,5,4,4,5,4,5,5,4,3,5,3,4,4,5,4,5,5,4,1,1,1,5,5,4,4,2,2,4,4,3,2,3,2,38,2,English,1,2,4,2
1,50,578678f6900cc80001d2dea5,5,2,5,3,5,3,5,2,4,1,5,4,5,4,5,5,5,3,4,1,5,5,4,4,5,4,5,4,3,1,5,5,4,5,5,4,5,4,3,1,5,4,4,2,5,3,5,5,3,1,5,3,4,4,5,4,5,5,5,4,5,2,5,3,5,2,5,5,5,2,4,1,5,5,5,4,5,5,5,3,4,2,5,4,50,2,English,1,2,11,4
1,51,63ecfdaaab08d13d8a00db85,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,25,1,English,1,2,11,5
1,52,5be781ca3b047e0001a39e47,5,2,5,4,5,4,5,3,5,2,5,3,5,5,4,4,5,4,5,3,4,3,2,1,5,4,5,3,5,2,5,5,5,4,5,4,5,4,4,1,5,4,5,3,5,4,5,4,4,2,5,5,4,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,5,2,4,4,5,5,5,5,5,5,4,2,5,5,,2,English,1,2,8,
1,53,657342208a2c0bd370472fd7,4,3,5,4,3,4,4,5,4,4,4,4,3,5,1,3,4,4,3,4,4,3,4,3,4,3,4,3,5,4,4,3,5,3,3,4,4,4,3,4,5,4,4,4,4,3,4,4,5,4,2,5,4,4,4,4,5,4,3,4,4,4,4,3,4,3,4,3,4,4,5,3,3,4,3,4,5,5,4,3,4,3,5,4,37,1,,1,1,6,6
1,54,61077b735c86da4ffba9a34f,5,5,5,5,3,3,2,1,5,2,1,5,5,2,2,2,4,3,4,1,2,1,2,1,5,3,5,5,4,1,5,5,4,4,5,5,5,5,2,1,4,4,4,4,4,3,4,4,4,1,5,4,4,3,4,3,4,2,4,4,1,1,2,1,2,1,2,5,1,4,5,5,4,3,5,5,5,5,5,5,2,1,5,5,29,1,English ,1,1,2,2
1,55,63cc5fddd5813c609d5b28d5,3,2,4,5,5,5,5,3,4,1,4,5,4,5,4,5,3,5,4,1,5,5,3,5,5,4,5,4,4,2,4,5,4,5,5,5,5,5,3,2,4,5,4,2,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,5,5,5,4,3,4,1,5,5,4,3,5,5,4,4,4,2,5,5,50,2,English,1,2,4,5
1,56,632c211dcdf6a137b26dfdce,3,2,4,1,4,2,4,3,4,1,4,2,2,3,2,4,3,2,3,1,3,3,3,1,3,2,3,3,3,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,1,3,4,3,3,1,2,1,2,1,2,1,3,1,3,1,1,3,2,4,3,4,2,4,3,4,1,4,2,30,1,ENGLISH,1,2,11,5
1,57,659171a7c899cf3cb5b20b71,4,4,5,5,4,3,5,4,4,2,5,4,5,5,5,5,5,4,4,2,5,5,3,3,5,5,5,5,4,1,5,5,3,3,5,4,5,4,2,1,5,4,5,4,5,5,5,5,3,1,5,5,4,4,5,4,5,5,5,4,5,4,3,2,4,4,5,4,3,2,2,1,5,5,5,5,4,4,5,5,4,2,5,5,47,2,English ,1,2,11,5
1,58,650da97f0e8d1e74d590dc2e,4,2,5,4,5,4,5,4,4,2,5,4,5,5,4,5,5,5,4,3,5,4,3,3,4,4,4,3,4,3,5,5,4,4,5,5,5,5,4,2,4,5,3,2,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,5,2,2,5,5,5,5,5,4,3,2,4,5,5,5,5,5,5,5,4,4,5,5,53,2,English ,1,2,7,6
1,59,65c23cada1ef27d7f9edb220,5,3,5,4,5,3,5,3,5,2,5,3,5,5,5,3,5,3,5,3,5,5,5,3,5,4,5,3,4,1,5,4,5,5,5,5,5,5,2,1,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,4,5,4,5,4,5,2,5,5,5,5,5,5,5,4,4,3,5,4,35,2,English ,1,2,2,4
1,60,5dda6f4e82569a9cea908bb2,3,1,4,1,4,2,3,2,3,1,4,2,4,2,3,3,4,1,3,1,4,3,2,1,4,3,3,1,2,1,4,4,4,3,4,3,4,3,2,1,4,3,2,1,4,2,3,2,2,1,4,2,4,3,4,2,4,3,3,2,4,2,3,1,4,2,3,3,3,1,2,1,4,3,4,2,4,2,3,1,3,1,4,2,26,1,English,1,2,3,5
